bciApp;username;time;att;med;delta;high_alpha;high_beta;low_alpha;low_beta;low_gamma;mid_gamma;theta;CurrentActivity
com.aiworker.bcineuroskyservice;ihar;20141212T110639America/Santiago(5,345,-10800,1,1418393199);0;0;0.0;2.0;3.0;0.0;1.0;1.0;2.0;2.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110640America/Santiago(5,345,-10800,1,1418393200);0;0;165134.0;1.6762241E7;19828.0;1.6769079E7;1.6753078E7;12717.0;18385.0;156292.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110641America/Santiago(5,345,-10800,1,1418393201);0;0;6092.0;17581.0;6424.0;7272.0;4511.0;5191.0;4268.0;21375.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110642America/Santiago(5,345,-10800,1,1418393202);0;0;367504.0;2756.0;1186.0;1645.0;2839.0;831.0;240.0;1.6754461E7;default
com.aiworker.bcineuroskyservice;ihar;20141212T110643America/Santiago(5,345,-10800,1,1418393203);51;0;21754.0;6146.0;11397.0;5870.0;7296.0;8472.0;3032.0;19209.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110644America/Santiago(5,345,-10800,1,1418393204);48;43;97271.0;12230.0;9627.0;72975.0;10866.0;21814.0;11344.0;48020.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110645America/Santiago(5,345,-10800,1,1418393205);57;53;3595.0;9487.0;9710.0;11650.0;3506.0;11573.0;2904.0;14950.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110646America/Santiago(5,345,-10800,1,1418393206);75;66;8431.0;2389.0;11891.0;13694.0;5373.0;5726.0;10844.0;3115.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110647America/Santiago(5,345,-10800,1,1418393207);63;80;43695.0;6644.0;2530.0;7854.0;2689.0;3319.0;530.0;13480.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110648America/Santiago(5,345,-10800,1,1418393208);78;90;1.6744936E7;8802.0;12821.0;22281.0;4869.0;10025.0;4091.0;10437.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110649America/Santiago(5,345,-10800,1,1418393209);69;97;1.6755745E7;6848.0;5007.0;17977.0;11181.0;5843.0;1737.0;1.6747603E7;default
com.aiworker.bcineuroskyservice;ihar;20141212T110650America/Santiago(5,345,-10800,1,1418393210);66;93;5339.0;5320.0;7517.0;4651.0;1985.0;5915.0;1622.0;7026.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110651America/Santiago(5,345,-10800,1,1418393211);80;90;5671.0;5965.0;7568.0;8784.0;1685.0;4915.0;3532.0;4833.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110652America/Santiago(5,345,-10800,1,1418393212);80;93;1.6773001E7;12173.0;12293.0;19274.0;11631.0;5569.0;3643.0;13170.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110653America/Santiago(5,345,-10800,1,1418393213);97;90;7489.0;2332.0;11546.0;9161.0;6040.0;4561.0;5003.0;4380.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110654America/Santiago(5,345,-10800,1,1418393214);97;90;8799.0;4954.0;3593.0;819.0;5341.0;4416.0;1704.0;2199.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110655America/Santiago(5,345,-10800,1,1418393215);97;90;1387.0;4868.0;17697.0;12354.0;20859.0;6436.0;3951.0;22933.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110656America/Santiago(5,345,-10800,1,1418393216);90;75;174648.0;6513.0;3618.0;2828.0;3631.0;1874.0;535.0;23649.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110657America/Santiago(5,345,-10800,1,1418393217);77;63;113062.0;2554.0;1513.0;1063.0;4157.0;1109.0;490.0;7028.0;default
com.aiworker.bcineuroskyservice;ihar;20141212T110658America/Santiago(5,345,-10800,1,1418393218);70;57;19951.0;5092.0;4443.0;5397.0;4103.0;5453.0;2007.0;10406.0;yoga
com.aiworker.bcineuroskyservice;ihar;20141212T110659America/Santiago(5,345,-10800,1,1418393219);61;60;28842.0;17727.0;7647.0;3400.0;1328.0;11715.0;2831.0;28738.0;yoga
com.aiworker.bcineuroskyservice;ihar;20141212T110700America/Santiago(5,345,-10800,1,1418393220);77;66;21748.0;4375.0;11753.0;2864.0;3565.0;10732.0;7757.0;9276.0;yoga
com.aiworker.bcineuroskyservice;ihar;20141212T110701America/Santiago(5,345,-10800,1,1418393221);90;66;9247.0;2809.0;8607.0;2098.0;4542.0;5644.0;5325.0;7884.0;yoga
com.aiworker.bcineuroskyservice;ihar;20141212T110702America/Santiago(5,345,-10800,1,1418393222);93;63;4101.0;11969.0;9438.0;10526.0;7806.0;6675.0;3964.0;6853.0;yoga
com.aiworker.bcineuroskyservice;ihar;20141212T110703America/Santiago(5,345,-10800,1,1418393223);97;69;4296.0;2741.0;8500.0;18888.0;4673.0;5797.0;1665.0;13828.0;yoga
com.aiworker.bcineuroskyservice;ihar;20141212T110704America/Santiago(5,345,-10800,1,1418393224);88;74;57557.0;1675.0;4806.0;4262.0;1330.0;3017.0;393.0;14008.0;yoga
