bciApp;username;time;att;med;delta;high_alpha;high_beta;low_alpha;low_beta;low_gamma;mid_gamma;theta;CurrentActivity
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065029America/Santiago(4,35,-10800,1,1423129829);0;0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065030America/Santiago(4,35,-10800,1,1423129830);0;0;1650879.0;1.6747057E7;29435.0;69402.0;15497.0;11529.0;13799.0;175533.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065031America/Santiago(4,35,-10800,1,1423129831);0;0;207668.0;11011.0;6448.0;17438.0;11809.0;953.0;217.0;12264.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065032America/Santiago(4,35,-10800,1,1423129832);0;0;27422.0;7340.0;1076.0;6842.0;6332.0;2824.0;440.0;11887.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065033America/Santiago(4,35,-10800,1,1423129833);0;0;1794724.0;4125.0;16689.0;9068.0;9583.0;4961.0;204.0;1.675096E7;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065034America/Santiago(4,35,-10800,1,1423129834);0;0;295499.0;11993.0;7038.0;15377.0;10444.0;2050.0;2287.0;42937.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065035America/Santiago(4,35,-10800,1,1423129835);0;0;1138565.0;26453.0;8301.0;11766.0;1.6744982E7;4419.0;2221.0;56534.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065036America/Santiago(4,35,-10800,1,1423129836);30;0;1252758.0;8023.0;3847.0;1.6745578E7;4538.0;965.0;843.0;1.6771975E7;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065037America/Santiago(4,35,-10800,1,1423129837);29;47;729639.0;19851.0;5144.0;3606.0;6204.0;959.0;1119.0;67507.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065038America/Santiago(4,35,-10800,1,1423129838);29;43;433485.0;17675.0;15235.0;1.6762793E7;1.675723E7;8221.0;2840.0;106698.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065039America/Santiago(4,35,-10800,1,1423129839);34;41;1147728.0;18437.0;5485.0;8548.0;3728.0;1820.0;840.0;1.6756791E7;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065040America/Santiago(4,35,-10800,1,1423129840);37;47;1119721.0;17640.0;6502.0;18870.0;13456.0;3217.0;1873.0;83626.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065041America/Santiago(4,35,-10800,1,1423129841);51;40;1161439.0;21379.0;28440.0;5799.0;1.6761787E7;5896.0;1258.0;116814.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065042America/Santiago(4,35,-10800,1,1423129842);51;23;564606.0;704.0;1083.0;937.0;478.0;1.6777145E7;1.6777199E7;2917.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065043America/Santiago(4,35,-10800,1,1423129843);51;23;1369756.0;5789.0;4035.0;10263.0;8961.0;2455.0;894.0;26948.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065044America/Santiago(4,35,-10800,1,1423129844);56;23;1253295.0;8297.0;6907.0;8746.0;6505.0;901.0;399.0;1.6773896E7;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065045America/Santiago(4,35,-10800,1,1423129845);66;20;676074.0;9310.0;4659.0;4311.0;2546.0;1421.0;752.0;19256.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065046America/Santiago(4,35,-10800,1,1423129846);63;20;1170250.0;6378.0;2964.0;11940.0;7376.0;4188.0;557.0;1.6763778E7;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065047America/Santiago(4,35,-10800,1,1423129847);60;16;598171.0;3459.0;4443.0;1970.0;4044.0;727.0;388.0;1.6750068E7;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065048America/Santiago(4,35,-10800,1,1423129848);64;17;83910.0;6656.0;7458.0;22706.0;12709.0;5735.0;1678.0;30435.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065049America/Santiago(4,35,-10800,1,1423129849);75;34;48697.0;791.0;3436.0;4153.0;2173.0;1099.0;1461.0;6377.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065050America/Santiago(4,35,-10800,1,1423129850);74;29;244554.0;33100.0;15464.0;3221.0;16504.0;7902.0;6876.0;239126.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065051America/Santiago(4,35,-10800,1,1423129851);77;29;1.6750835E7;20206.0;9685.0;9332.0;9337.0;2060.0;5844.0;1.6751837E7;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065052America/Santiago(4,35,-10800,1,1423129852);56;51;875117.0;32533.0;13807.0;3201.0;39022.0;6964.0;3240.0;194882.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065053America/Santiago(4,35,-10800,1,1423129853);34;24;587327.0;2585.0;2538.0;11898.0;2789.0;1108.0;760.0;23088.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065054America/Santiago(4,35,-10800,1,1423129854);38;29;733052.0;7874.0;3105.0;22484.0;3125.0;2631.0;675.0;25959.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065055America/Santiago(4,35,-10800,1,1423129855);34;48;686670.0;1445.0;4448.0;2208.0;10488.0;1381.0;577.0;1.6755645E7;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065056America/Santiago(4,35,-10800,1,1423129856);24;24;993887.0;4385.0;1405.0;3318.0;3771.0;1083.0;133.0;1.6754233E7;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065057America/Santiago(4,35,-10800,1,1423129857);38;37;14196.0;5199.0;3480.0;5157.0;1265.0;450.0;1.6777193E7;13189.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065058America/Santiago(4,35,-10800,1,1423129858);37;38;1.6751155E7;802.0;548.0;2717.0;2393.0;316.0;87.0;6692.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065059America/Santiago(4,35,-10800,1,1423129859);17;24;240217.0;5540.0;16206.0;16320.0;26903.0;8497.0;3157.0;443797.0;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065100America/Santiago(4,35,-10800,1,1423129860);40;24;551255.0;9777.0;9049.0;12745.0;12713.0;1161.0;1091.0;1.6776921E7;running
com.aiworker.bcineuroskyservice;SkinnerLayne;20150205T065101America/Santiago(4,35,-10800,1,1423129861);11;35;1663955.0;19495.0;10842.0;17834.0;26469.0;8556.0;2865.0;315430.0;running
