bciApp;username;time;att;med;delta;high_alpha;high_beta;low_alpha;low_beta;low_gamma;mid_gamma;theta;CurrentActivity
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164421America/Santiago(3,34,-10800,1,1423079061);0;0;2.0;1.0;0.0;0.0;2.0;2.0;1.0;1.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164422America/Santiago(3,34,-10800,1,1423079062);0;0;885134.0;35374.0;1.6775152E7;76180.0;84936.0;27962.0;15839.0;190401.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164423America/Santiago(3,34,-10800,1,1423079063);0;0;1597688.0;214949.0;41418.0;342997.0;1.6764829E7;18384.0;4919.0;1283619.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164424America/Santiago(3,34,-10800,1,1423079064);0;0;966779.0;8209.0;1711.0;12430.0;5532.0;716.0;634.0;46365.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164425America/Santiago(3,34,-10800,1,1423079065);0;0;21753.0;2159.0;477.0;2467.0;1176.0;297.0;120.0;4681.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164426America/Santiago(3,34,-10800,1,1423079066);0;0;1407192.0;1.6754013E7;19692.0;1.6772642E7;27665.0;13076.0;16488.0;545044.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164427America/Santiago(3,34,-10800,1,1423079067);0;0;34980.0;8474.0;6291.0;13435.0;18990.0;3526.0;2158.0;19639.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164428America/Santiago(3,34,-10800,1,1423079068);0;0;212971.0;23532.0;21430.0;15391.0;26516.0;4239.0;1084.0;1.6761926E7;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164429America/Santiago(3,34,-10800,1,1423079069);0;0;1023186.0;27954.0;10499.0;14139.0;11290.0;6421.0;11391.0;154488.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164430America/Santiago(3,34,-10800,1,1423079070);40;0;1101841.0;1.675745E7;1.6749725E7;72000.0;1.6752527E7;13791.0;2232.0;274565.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164431America/Santiago(3,34,-10800,1,1423079071);43;44;689225.0;26931.0;20740.0;6370.0;26291.0;10850.0;2543.0;135080.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164432America/Santiago(3,34,-10800,1,1423079072);43;26;1132121.0;5868.0;10023.0;11730.0;13214.0;5314.0;7444.0;82642.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164433America/Santiago(3,34,-10800,1,1423079073);54;8;1365133.0;4483.0;9015.0;3502.0;6285.0;7894.0;3961.0;32438.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164434America/Santiago(3,34,-10800,1,1423079074);69;1;1153506.0;29790.0;24916.0;4745.0;22551.0;14518.0;3038.0;1.6765348E7;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164435America/Santiago(3,34,-10800,1,1423079075);66;1;1664044.0;77126.0;1.6756933E7;84537.0;9699.0;1.6744773E7;13953.0;243289.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164436America/Santiago(3,34,-10800,1,1423079076);60;21;1.675062E7;10880.0;4097.0;8324.0;8709.0;2714.0;930.0;1.6759323E7;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164437America/Santiago(3,34,-10800,1,1423079077);53;43;94023.0;4090.0;2869.0;4115.0;4539.0;2561.0;665.0;13189.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164438America/Santiago(3,34,-10800,1,1423079078);21;69;2223038.0;1.6757716E7;18367.0;1.6746334E7;1.6764136E7;17542.0;2590.0;434713.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164439America/Santiago(3,34,-10800,1,1423079079);4;47;537256.0;5401.0;4931.0;15892.0;2940.0;2586.0;1993.0;62293.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164440America/Santiago(3,34,-10800,1,1423079080);1;17;554837.0;1570.0;4691.0;1.6761813E7;5198.0;8795.0;2299.0;178559.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164441America/Santiago(3,34,-10800,1,1423079081);1;8;538626.0;1005.0;3237.0;2875.0;2854.0;800.0;276.0;26024.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164442America/Santiago(3,34,-10800,1,1423079082);14;1;14896.0;6515.0;5659.0;18046.0;6757.0;11599.0;2010.0;24993.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164443America/Santiago(3,34,-10800,1,1423079083);37;20;65835.0;3019.0;7564.0;18184.0;2955.0;7854.0;1980.0;1.6760428E7;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164444America/Santiago(3,34,-10800,1,1423079084);77;47;12212.0;3837.0;7559.0;3961.0;3601.0;11569.0;3593.0;10465.0;basketball
com.aiworker.bcineuroskyservice;NiccoloViviani;20150204T164445America/Santiago(3,34,-10800,1,1423079085);67;66;1.677E7;9725.0;3605.0;4241.0;4931.0;4242.0;204.0;1.6759957E7;basketball
