com.aiworker.bcineuroskyservice;ihar;20150119T224032America/Santiago(1,18,-10800,1,1421718032);40;100;1095290;7403;198710;165700;2477;3415;1246778;574588;default
com.aiworker.bcineuroskyservice;ihar;20150119T224033America/Santiago(1,18,-10800,1,1421718033);41;100;187647;4729;1.68E+007;73242;1899;779;239004;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224034America/Santiago(1,18,-10800,1,1421718034);35;100;563023;25135;120295;70002;3065;4550;1179022;897817;default
com.aiworker.bcineuroskyservice;ihar;20150119T224035America/Santiago(1,18,-10800,1,1421718035);41;94;1085150;13119;195057;355306;13855;4684;1200833;331860;default
com.aiworker.bcineuroskyservice;ihar;20150119T224036America/Santiago(1,18,-10800,1,1421718036);50;93;1.68E+007;1411;13567;4730;233;102;78901;22230;default
com.aiworker.bcineuroskyservice;ihar;20150119T224037America/Santiago(1,18,-10800,1,1421718037);54;90;700693;25289;189814;393831;13146;3700;1173590;224932;default
com.aiworker.bcineuroskyservice;ihar;20150119T224038America/Santiago(1,18,-10800,1,1421718038);66;90;1124292;6171;1.68E+007;1.68E+007;3908;523;293836;76854;default
com.aiworker.bcineuroskyservice;ihar;20150119T224039America/Santiago(1,18,-10800,1,1421718039);66;100;1908079;15243;284197;342896;16206;2510;1187277;239024;default
com.aiworker.bcineuroskyservice;ihar;20150119T224040America/Santiago(1,18,-10800,1,1421718040);51;100;881835;27650;35856;74825;2401;4779;1084224;585731;default
com.aiworker.bcineuroskyservice;ihar;20150119T224041America/Santiago(1,18,-10800,1,1421718041);48;100;206584;1.67E+007;172519;133789;8923;4236;1088000;443441;default
com.aiworker.bcineuroskyservice;ihar;20150119T224042America/Santiago(1,18,-10800,1,1421718042);51;91;453211;12060;226716;192710;5983;3418;1115283;206610;default
com.aiworker.bcineuroskyservice;ihar;20150119T224043America/Santiago(1,18,-10800,1,1421718043);44;94;865021;31134;208918;122319;8879;2941;1050230;551443;default
com.aiworker.bcineuroskyservice;ihar;20150119T224044America/Santiago(1,18,-10800,1,1421718044);60;90;564884;3177;177293;56046;2941;3487;1057006;385569;default
com.aiworker.bcineuroskyservice;ihar;20150119T224045America/Santiago(1,18,-10800,1,1421718045);67;91;1.68E+007;8294;1.68E+007;1.67E+007;1913;1002;267519;1.68E+007;default
com.aiworker.bcineuroskyservice;ihar;20150119T224046America/Santiago(1,18,-10800,1,1421718046);56;96;328865;14378;104575;46805;13086;4577;967821;797522;default
